,city,food_type,latitude,longitude,name,rank,rating,review_count
0,"Chicago, Illinois",ramen,41.9195063,-87.6915015,ramen-wasabi-chicago,0,4.0,1368
1,"Chicago, Illinois",ramen,41.9099682732075,-87.6766849586083,furious-spoon-wicker-park-chicago,1,4.0,952
2,"Chicago, Illinois",ramen,41.9087291,-87.6751408,kizuki-ramen-and-izakaya-chicago,2,4.0,379
3,"Chicago, Illinois",ramen,41.883651,-87.648968,high-five-ramen-chicago-4,3,4.0,534
4,"Chicago, Illinois",ramen,41.889798,-87.630293,ramen-san-chicago,4,3.5,1192
,city,food_type,latitude,longitude,name,rank,rating,review_count
0,"Denver, Colorado",ramen,39.7621349,-105.0133389,uncle-denver,0,4.0,852
1,"Denver, Colorado",ramen,39.75954,-104.98609,osaka-ramen-denver,1,4.0,293
2,"Denver, Colorado",ramen,39.7618827819824,-105.03401184082,seras-ramen-enclave-denver-2,2,4.0,172
3,"Denver, Colorado",ramen,39.7398648818036,-104.982504062355,tycoon-ramen-and-sushi-denver,3,4.0,143
4,"Denver, Colorado",ramen,39.74716,-104.99429,menya-noodle-bar-denver,4,4.0,228
,city,food_type,latitude,longitude,name,rank,rating,review_count
0,"Los Angeles, CA",ramen,34.049999,-118.24007,daikokuya-little-tokyo-los-angeles,0,4.0,7198
1,"Los Angeles, CA",ramen,34.0573614429986,-118.306769744705,slurpin-ramen-bar-los-angeles,1,4.5,1941
2,"Los Angeles, CA",ramen,34.0837107,-118.3446759,tatsu-ramen-los-angeles-4,2,4.0,2188
3,"Los Angeles, CA",ramen,34.0835268538041,-118.273676509195,silverlake-ramen-los-angeles,3,4.0,2282
4,"Los Angeles, CA",ramen,34.0049599,-118.43359,hokkaido-ramen-santouka-los-angeles,4,4.5,2046
,city,food_type,latitude,longitude,name,rank,rating,review_count
0,"Miami, Florida",ramen,25.7499753752716,-80.2608069693115,ichimi-coral-gables,0,4.0,391
1,"Miami, Florida",ramen,25.7635371,-80.193277,momi-ramen-miami,1,3.0,539
2,"Miami, Florida",ramen,25.71667,-80.2738,ohho-noodles-market-coral-gables,2,4.0,137
3,"Miami, Florida",ramen,25.79526,-80.12884,k-ramen-burger-beer-miami-beach-5,3,4.0,145
4,"Miami, Florida",ramen,25.8098,-80.19559,gaijin-izakaya-by-cake-miami,4,4.0,65
,city,food_type,latitude,longitude,name,rank,rating,review_count
0,"Montreal, Quebec",ramen,45.5212206164378,-73.578518757916,yokato-yokabai-montréal-3,0,4.0,250
1,"Montreal, Quebec",ramen,45.49601,-73.57487,kinton-ramen-montréal,1,4.0,117
2,"Montreal, Quebec",ramen,45.49263,-73.58101,ichifuku-montréal,2,3.5,77
3,"Montreal, Quebec",ramen,45.492971934241,-73.580088453534,kazu-montréal-2,3,4.5,549
4,"Montreal, Quebec",ramen,45.5184967,-73.5831113,ramen-ya-montréal-2,4,3.5,78
,city,food_type,latitude,longitude,name,rank,rating,review_count
